name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
Actis Junior High School,2400 WESTHOLME BLVD BAKERSFIELD CA 93309,False,"Voting Pct 40406, Voting Pct 40442, Voting Pct 40411, Voting Pct 40414, Voting Pct 40424",False,-119.06386,35.33473
Aera Energy LLC,10000 MING AVE BAKERSFIELD CA 93311,False,"Voting Pct 40441, Voting Pct 40462, Voting Pct 40495, Voting Pct 40494, Voting Pct 44107",False,-119.11205,35.34173
Almondale Elementary School,10510 CHIPPEWA ST BAKERSFIELD CA 93312,False,"Voting Pct 35632, Voting Pct 35633",False,-119.11978,35.40777
American Elementary School,800 VERDUGO LN BAKERSFIELD CA 93312,False,"Voting Pct 35675, Voting Pct 35640",False,-119.11748,35.36454
Arvin Lamont Administrative Building,12014 MAIN ST LAMONT CA 93241,False,Voting Pct 52034,False,-118.91526,35.24474
Arvin Veterans Building,414 4TH AVE ARVIN CA 93203,False,"Voting Pct 50180, Voting Pct 50190, Voting Pct 50200, Voting Pct 50211",False,-118.82923,35.2102
Bakersfield Church Of The Brethren,327 A ST BAKERSFIELD CA 93304,False,Voting Pct 50752,False,-119.02969,35.36118
Bakersfield College - Library,1801 PANORAMA DR BAKERSFIELD CA 93305,False,"Voting Pct 33161, Voting Pct 30314, Voting Pct 33150, Voting Pct 30304, Voting Pct 30308",False,-118.97165,35.408
Bakersfield Elementary Teachers Assn,837 H ST BAKERSFIELD CA 93304,False,"Voting Pct 50750, Voting Pct 50765, Voting Pct 50751",False,-119.02156,35.3657
Bakersfield First Church of the Nazarene,2801 HUGHES LN BAKERSFIELD CA 93304,False,"Voting Pct 20246, Voting Pct 20289",False,-119.03104,35.32975
Bakersfield Racquet Club,1660 PINE ST BAKERSFIELD CA 93301,False,"Voting Pct 50517, Voting Pct 50519",False,-119.0312,35.37399
Berkshire Elementary School,3900 BERKSHIRE RD BAKERSFIELD CA 93313,False,Voting Pct 20243,False,-119.04577,35.28999
Bill L. Williams Elementary School,5601 HARRIS RD BAKERSFIELD CA 93313,False,"Voting Pct 20262, Voting Pct 20282",False,-119.06455,35.30199
Boron Bible Church,26921 JOHN ST BORON CA 93516,False,"Voting Pct 20121, Voting Pct 21660",False,-117.65176,34.99704
Cain Memorial Ame Church- Noah's Ark Building,618 CALIFORNIA AVE BAKERSFIELD CA 93301,False,Voting Pct 50507,False,-119.00891,35.36869
Cal State Bakersfield,9001 STOCKDALE HWY BAKERSFIELD CA 93311,False,Locality wide location,False,-119.10274,35.34881
California Ave Church Of Christ,1020 E CALIFORNIA AVE BAKERSFIELD CA 93305,False,"Voting Pct 50511, Voting Pct 50509",False,-118.98939,35.36892
Canyon Hills Assembly of God,7001 AUBURN ST BAKERSFIELD CA 93306,False,"Voting Pct 30338, Voting Pct 30339, Voting Pct 30337, Voting Pct 30322, Voting Pct 30370",False,-118.91696,35.39744
Casa Loma Elementary School,525 E CASA LOMA DR BAKERSFIELD CA 93307,False,"Voting Pct 50590, Voting Pct 50543, Voting Pct 50541",False,-118.99571,35.33886
Centennial Elementary School,15200 WESTDALE DR BAKERSFIELD CA 93314,False,Voting Pct 43050,False,-119.16123,35.37174
Central Seventh Day Adventist Church,4201 WILSON RD BAKERSFIELD CA 93309,False,"Voting Pct 20260, Voting Pct 20249, Voting Pct 22004, Voting Pct 22006, Voting Pct 22008",False,-119.05099,35.33155
Cesar E. Chavez Elementary School,4201 MESA MARIN DR BAKERSFIELD CA 93306,False,Voting Pct 30389,False,-118.88102,35.3921
Church Of The Living Savior,149 5TH ST MC FARLAND CA 93250,False,"Voting Pct 12592, Voting Pct 12593",False,-119.2343,35.6754
Civic Center Hall - Auditorium,1009 11TH AVE DELANO CA 93215,False,"Voting Pct 11610, Voting Pct 11570",False,-119.24438,35.7708
Col Howard Nichols Elementary,3401 RENEGADE AVE BAKERSFIELD CA 93306,False,Voting Pct 30316,False,-118.955,35.40194
Columbia Elementary School,703 MONDAVI WAY BAKERSFIELD CA 93312,False,"Voting Pct 35635, Voting Pct 35602, Voting Pct 35624",False,-119.10421,35.36488
Compassion Christian Center,1030 4TH ST BAKERSFIELD CA 93304,False,Voting Pct 50524,False,-119.01367,35.36123
Country Oaks Baptist Church - Chapel,20915 SCHOUT RD TEHACHAPI CA 93561,False,"Voting Pct 21512, Voting Pct 21888, Voting Pct 21889",False,-118.50243,35.11805
Cuddy Hall,335 LAKEWOOD DR FRAZIER PARK CA 93225,False,Voting Pct 42845,False,-118.99787,34.81701
Curran Middle School,1116 LYMRIC WAY BAKERSFIELD CA 93309,False,Voting Pct 23241,False,-119.0447,35.34468
David Head Community Building,10300 SAN DIEGO ST LAMONT CA 93241,False,"Voting Pct 52180, Voting Pct 52183, Voting Pct 52184",False,-118.91943,35.2615
Daybreak Baptist Church,5446 TAFT HWY BAKERSFIELD CA 93313,False,"Voting Pct 20283, Voting Pct 20298",False,-119.06302,35.26946
Del Rio Elementary School,600 HIDALGO DR BAKERSFIELD CA 93314,False,"Voting Pct 40436, Voting Pct 40496",False,-119.1611,35.34953
Delano Library,925 TENTH AVE DELANO CA 93215,False,Locality wide location,False,-119.24465,35.76947
Delano Regional Medical Center,1401 GARCES HWY DELANO CA 93215,False,"Voting Pct 11548, Voting Pct 11580",False,-119.23925,35.76229
Discovery Elementary School,7500 VAQUERO AVE BAKERSFIELD CA 93308,False,Voting Pct 35628,False,-119.08667,35.39947
Emerson Middle School,801 E 4TH ST BAKERSFIELD CA 93307,False,Voting Pct 50532,False,-118.99478,35.36098
Emmanuel Lutheran Church,1900 BAKER ST BAKERSFIELD CA 93305,False,"Voting Pct 50501, Voting Pct 50506, Voting Pct 50503",False,-118.98911,35.3887
