Unnamed: 0,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),name,address,lat,lon,Is Early Voting,Is Drop Off,manual
,,CA,SACRAMENTO COUNTY,,City of Citrus Heights City Hall,6360 Fountain Square Dr. Citrus Heights CA 95621,38.68257,-121.29694,,,
,,CA,SACRAMENTO COUNTY,,California Northstate University,9700 W Taron Dr. Elk Grove CA 95757,38.4057,-121.48112,,,
,,CA,SACRAMENTO COUNTY,,Elk Grove Community Center,8230 Civic Center Dr. Elk Grove CA 95757,38.40599,-121.4021,,,
,,CA,SACRAMENTO COUNTY,,Harris Center,10 College Pkwy. Folsom CA 95630,38.66147,-121.12549,,,
,,CA,SACRAMENTO COUNTY,,Department of Human Assistance – Galt,210 N Lincoln Way Galt CA 95632,38.25733,-121.30077,,,
,,CA,SACRAMENTO COUNTY,,Murph – Emmanuel A M E Church,4151 Don Julio Blvd. North Highlands CA 95660,38.68272,-121.37223,,,
,,CA,SACRAMENTO COUNTY,,Koreana Plaza,10947 Olson Dr Suite 402 Rancho Cordova CA 95670,38.59627,-121.28319,,,
,,CA,SACRAMENTO COUNTY,,California Museum​,1020 O St. Sacramento CA 95814,38.57441,-121.49578,,,
,,CA,SACRAMENTO COUNTY,,Sacramento County Administration Building,700 H St. Sacramento CA 95814,38.5828,-121.49582,,,
,,CA,SACRAMENTO COUNTY,,Oak Park Community Center,3425 Martin Luther King Jr Blvd. Sacramento CA 95817,38.54359,-121.46393,,,
,,CA,SACRAMENTO COUNTY,,Lutheran Church of Our Redeemer,4641 Marconi Ave. Sacramento CA 95821,38.61768,-121.35577,,,
,,CA,SACRAMENTO COUNTY,,Department of Human Assistance – Florin,2450 Florin Rd. Sacramento CA 95822,38.49502,-121.48106,,,
,,CA,SACRAMENTO COUNTY,,St. Luke’s Lutheran Church,7595 Center Pkwy. Sacramento CA 95823,38.48211,-121.44194,,,
,,CA,SACRAMENTO COUNTY,,Richard T. Conzelmann Community Center ,2201 Cottage Way Sacramento CA 95825,38.60516,-121.4121,,,
,,CA,SACRAMENTO COUNTY,,Unity of Sacramento Church,9249 Folsom Blvd. Sacramento CA 95826,38.56291,-121.3583,,,
,,CA,SACRAMENTO COUNTY,,Pat O’Brien Community Center,8025 Waterman Rd. Sacramento CA 95829,38.46638,-121.35279,,,
,,CA,SACRAMENTO COUNTY,,Asian Pacific Islander American Public Affairs (APAPA),4000 Truxel Rd Suite 3 Sacramento CA 95834,38.64203,-121.50822,,,
,,CA,SACRAMENTO COUNTY,,Greater Sacramento Urban League,3725 Marysville Blvd. Sacramento CA 95838,38.63588,-121.43017,,,
,,CA,SACRAMENTO COUNTY,,Center Unified School District,8408 Watt Ave. Antelope CA 95843,38.72164,-121.39109,,,
,,CA,SACRAMENTO COUNTY,,North Highlands – Antelope Library,4235 Antelope Rd. Antelope CA 95843,38.70464,-121.36479,,,
,,CA,SACRAMENTO COUNTY,,VFW Post 4647,3300 U St. Antelope CA 95843,38.70317,-121.38951,,,
,,CA,SACRAMENTO COUNTY,,Carmichael Library,5605 Marconi Ave. Carmichael CA 95608,38.61765,-121.33423,,,
,,CA,SACRAMENTO COUNTY,,San Juan Unified School District,3738 Walnut Ave. Carmichael CA 95608,38.63335,-121.34509,,,
,,CA,SACRAMENTO COUNTY,,Citrus Heights Fellowship,7405 Mariposa Ave. Citrus Heights CA 95610,38.701,-121.28206,,,
,,CA,SACRAMENTO COUNTY,,Sylvan Oaks Library,6700 Auburn Blvd. Citrus Heights CA 95621,38.68664,-121.3075,,,
,,CA,SACRAMENTO COUNTY,,Elk Grove United Methodist Church,8986 Elk Grove Blvd. Elk Grove CA 95624,38.40876,-121.36761,,,
,,CA,SACRAMENTO COUNTY,,Franklin Community Library,10055 Franklin High Rd. Elk Grove CA 95757,38.39202,-121.43147,,,
,,CA,SACRAMENTO COUNTY,,Laguna Creek Sports Club,9570 Racquet Ct. Elk Grove CA 95758,38.40997,-121.42767,,,
,,CA,SACRAMENTO COUNTY,,The Meadows Senior Living,9325 E Stockton Blvd. Elk Grove CA 95624,38.41889,-121.39043,,,
,,CA,SACRAMENTO COUNTY,,Wackford Community and Aquatic Complex,9014 Bruceville Rd. Elk Grove CA 95758,38.42981,-121.41865,,,
,,CA,SACRAMENTO COUNTY,,Fair Oaks Library,11601 Fair Oaks Blvd. Fair Oaks CA 95628,38.66258,-121.26313,,,
,,CA,SACRAMENTO COUNTY,,Faith Lutheran Church,4000 San Juan Ave. Fair Oaks CA 95628,38.6374,-121.29083,,,
,,CA,SACRAMENTO COUNTY,,First Baptist Church of Fair Oaks,4401 San Juan Ave. Fair Oaks CA 95628,38.64469,-121.29299,,,
,,CA,SACRAMENTO COUNTY,,Folsom Chevrolet,12655 Auto Mall Cir. Folsom CA 95630,38.63571,-121.2038,,,
,,CA,SACRAMENTO COUNTY,,Folsom Community Center,52 Natoma St. Folsom CA 95630,38.68147,-121.16503,,,
,,CA,SACRAMENTO COUNTY,,Muslim Community of Folsom,391 S Lexington Dr Suite 120 Folsom CA 95630,38.66619,-121.13229,,,
,,CA,SACRAMENTO COUNTY,,Galt City Hall,380 Civic Dr. Galt CA 95632,38.25276,-121.29559,,,
,,CA,SACRAMENTO COUNTY,,Herald Fire Station #87,12746 Ivie Rd. Herald CA 95638,38.2937,-121.24068,,,
,,CA,SACRAMENTO COUNTY,,Isleton Community Center,208 Jackson Blvd. Isleton CA 95641,38.15924,-121.61534,,,
,,CA,SACRAMENTO COUNTY,,Serna Village,5836 Dudley Blvd. McClellan CA 95652,38.67325,-121.38662,,,
,,CA,SACRAMENTO COUNTY,,California Family Fitness,8680 Greenback Ln. Orangevale CA 95662,38.67778,-121.23659,,,
,,CA,SACRAMENTO COUNTY,,Orangevale Recreation & Park District – Activity Building,6818 Hazel Ave. Orangevale CA 95662,38.68969,-121.22495,,,
,,CA,SACRAMENTO COUNTY,,Folsom Cordova Community Partnership,10665 Coloma Rd Suite 200 Rancho Cordova CA 95670,38.61185,-121.29065,,,
,,CA,SACRAMENTO COUNTY,,Rancho Cordova City Hall,2729 Prospect Park Dr. Rancho Cordova CA 95670,38.58929,-121.28457,,,
,,CA,SACRAMENTO COUNTY,,Rancho Murieta Community Service District,15160 Jackson Rd. Rancho Murieta CA 95683,38.4869,-121.08303,,,
,,CA,SACRAMENTO COUNTY,,Depot Building and Park,6730 Front St. Rio Linda CA 95673,38.69011,-121.44903,,,
,,CA,SACRAMENTO COUNTY,,First Step Communities,1400 A St Bldg A Sacramento CA 95811,38.58934,-121.48385,,,
,,CA,SACRAMENTO COUNTY,,Johnston Community Center,231 Eleanor Ave. Sacramento CA 95815,38.61745,-121.46266,,,
,,CA,SACRAMENTO COUNTY,,CLARA Auditorium,1425 24th St. Sacramento CA 95816,38.57009,-121.47667,,,
,,CA,SACRAMENTO COUNTY,,Howe It’s Done,2502 Franklin Blvd. Sacramento CA 95818,38.55628,-121.47598,,,
,,CA,SACRAMENTO COUNTY,,Marina Vista Community Center,240 Seavey Cir. Sacramento CA 95818,38.55989,-121.51329,,,
,,CA,SACRAMENTO COUNTY,,Sierra 2 Center,2791 24th St. Sacramento CA 95818,38.55383,-121.48317,,,
,,CA,SACRAMENTO COUNTY,,California State University Sacramento (CSUS),3020 State University Dr. Sacramento CA 95819,38.55313,-121.41932,,,
,,CA,SACRAMENTO COUNTY,,Coloma Community Center,4623 T St. Sacramento CA 95819,38.55695,-121.45058,,,
,,CA,SACRAMENTO COUNTY,,The Easy Jay Building,5025 J St Suite 102 Sacramento CA 95819,38.56674,-121.44184,,,
,,CA,SACRAMENTO COUNTY,,Colonial Heights Library,4799 Stockton Blvd. Sacramento CA 95820,38.53256,-121.44531,,,
